3.524193727837022743e+04,3.209542549550402691e+04,2.990170915090222479e+04,2.828491488045761434e+04,2.704389964062125000e+04,2.606128940351140409e+04,2.526398280084249564e+04,2.460407572951000839e+04,2.404886612647261791e+04,2.357526689419912145e+04,2.316651415292219463e+04,2.281014117235345839e+04,2.249668441210655146e+04,2.221883056815828968e+04,2.197083869682611476e+04,2.174813919759942291e+04,2.154704957072203979e+04,2.136456911400365425e+04,2.119822811368749899e+04,2.104597536906793903e+04,2.090609314494227510e+04,2.077713205346080940e+04,2.065786062171352387e+04,2.054722582103756940e+04,2.044432187554320262e+04,2.034836539224248190e+04,2.025867536688218752e+04,2.017465698557893484e+04,2.009578840732308890e+04,2.002160990642318939e+04,1.995171489751040281e+04,1.988574247298508999e+04,1.982337116367730414e+04,1.976431369502347297e+04,1.970831255824690379e+04,1.965513625249276447e+04,1.960457608224894284e+04,1.955644341662574880e+04,1.951056733461037948e+04,1.946679259433439802e+04,1.942497787550543217e+04,1.938499425307427737e+04,1.934672386740592265e+04,1.931005876205972527e+04,1.927489986503975524e+04,1.924115609326944104e+04,1.920874356324524706e+04,1.917758489346651550e+04,1.914760858642901803e+04,1.911874847979233527e+04,1.909094325785336696e+04,1.906413601573413689e+04,1.903827386976494745e+04,1.901330760844938413e+04,1.898919137916379623e+04,1.896588240639469950e+04,1.894334073787129091e+04,1.892152901542343898e+04,1.890041226780058059e+04,1.887995772303452031e+04,1.886013463822861740e+04,1.884091414491391697e+04,1.882226910833617876e+04,1.880417399923139965e+04,1.878660477681549310e+04,1.876953878186043585e+04,1.875295463885680147e+04,1.873683216637444639e+04,1.872115229483091389e+04,1.870589699096310869e+04,1.869104918837320292e+04,1.867659272358650196e+04,1.866251227711746105e+04,1.864879331909223038e+04,1.863542205902186834e+04,1.862238539936131201e+04,1.860967089252524966e+04,1.859726670106445454e+04,1.858516156073468301e+04,1.857334474621600748e+04,1.856180603926325057e+04,1.855053569908874488e+04,1.853952443479701469e+04,1.852876337970734312e+04,1.851824406741516577e+04,1.850795840945639793e+04,1.849789867445088021e+04,1.848805746861187436e+04,1.847842771751841792e+04,1.846900264905603763e+04,1.845977577743940492e+04,1.845074088823768034e+04,1.844189202432995080e+04,1.843322347272399929e+04,1.842472975217715066e+04,1.841640560156279753e+04,1.840824596893075068e+04,1.840024600121362164e+04,1.839240103453510528e+04,1.838470658507955886e+04
3.208886667736258460e+04,2.894235489449639135e+04,2.674863854989458923e+04,2.513184427944997515e+04,2.389082903961361808e+04,2.290821880250377217e+04,2.211091219983486008e+04,2.145100512850237283e+04,2.089579552546498235e+04,2.042219629319148589e+04,2.001344355191455907e+04,1.965707057134582283e+04,1.934361381109891590e+04,1.906575996715065412e+04,1.881776809581847920e+04,1.859506859659178735e+04,1.839397896971440423e+04,1.821149851299601869e+04,1.804515751267986707e+04,1.789290476806030347e+04,1.775302254393463954e+04,1.762406145245317384e+04,1.750479002070588831e+04,1.739415522002993384e+04,1.729125127453556706e+04,1.719529479123484271e+04,1.710560476587455196e+04,1.702158638457129928e+04,1.694271780631545334e+04,1.686853930541555383e+04,1.679864429650276725e+04,1.673267187197745443e+04,1.667030056266966858e+04,1.661124309401583741e+04,1.655524195723926823e+04,1.650206565148512891e+04,1.645150548124130728e+04,1.640337281561811324e+04,1.635749673360274573e+04,1.631372199332676428e+04,1.627190727449779843e+04,1.623192365206664363e+04,1.619365326639829073e+04,1.615698816105209335e+04,1.612182926403212150e+04,1.608808549226180730e+04,1.605567296223761514e+04,1.602451429245888357e+04,1.599453798542138611e+04,1.596567787878470153e+04,1.593787265684573140e+04,1.591106541472650133e+04,1.588520326875731553e+04,1.586023700744175039e+04,1.583612077815616249e+04,1.581281180538706758e+04,1.579027013686365535e+04,1.576845841441580706e+04,1.574734166679294867e+04,1.572688712202688839e+04,1.570706403722098366e+04,1.568784354390628141e+04,1.566919850732854502e+04,1.565110339822376409e+04,1.563353417580785936e+04,1.561646818085280211e+04,1.559988403784916954e+04,1.558376156536681083e+04,1.556808169382328015e+04,1.555282638995547313e+04,1.553797858736557100e+04,1.552352212257886822e+04,1.550944167610982731e+04,1.549572271808459482e+04,1.548235145801423641e+04,1.546931479835367827e+04,1.545660029151761773e+04,1.544419610005682080e+04,1.543209095972704927e+04,1.542027414520837374e+04,1.540873543825561501e+04,1.539746509808111114e+04,1.538645383378938095e+04,1.537569277869970938e+04,1.536517346640753021e+04,1.535488780844876601e+04,1.534482807344324647e+04,1.533498686760424062e+04,1.532535711651078418e+04,1.531593204804840570e+04,1.530670517643177118e+04,1.529767028723004478e+04,1.528882142332231706e+04,1.528015287171636737e+04,1.527165915116951692e+04,1.526333500055516197e+04,1.525517536792311694e+04,1.524717540020598972e+04,1.523933043352747336e+04,1.523163598407192694e+04
2.989057758601751630e+04,2.674406580315131941e+04,2.455034945854951729e+04,2.293355518810490685e+04,2.169253994826854614e+04,2.070992971115870023e+04,1.991262310848978814e+04,1.925271603715730089e+04,1.869750643411991405e+04,1.822390720184641759e+04,1.781515446056949077e+04,1.745878148000075453e+04,1.714532471975384760e+04,1.686747087580558582e+04,1.661947900447340726e+04,1.639677950524671905e+04,1.619568987836933775e+04,1.601320942165094857e+04,1.584686842133479695e+04,1.569461567671523517e+04,1.555473345258956942e+04,1.542577236110810372e+04,1.530650092936082001e+04,1.519586612868486736e+04,1.509296218319049876e+04,1.499700569988977622e+04,1.490731567452948366e+04,1.482329729322623280e+04,1.474442871497038504e+04,1.467025021407048371e+04,1.460035520515769895e+04,1.453438278063238613e+04,1.447201147132460210e+04,1.441295400267076911e+04,1.435695286589420175e+04,1.430377656014005879e+04,1.425321638989624080e+04,1.420508372427304494e+04,1.415920764225767562e+04,1.411543290198169234e+04,1.407361818315272831e+04,1.403363456072157351e+04,1.399536417505322061e+04,1.395869906970702323e+04,1.392354017268705138e+04,1.388979640091673718e+04,1.385738387089254502e+04,1.382622520111381345e+04,1.379624889407631599e+04,1.376738878743963141e+04,1.373958356550066128e+04,1.371277632338143121e+04,1.368691417741224541e+04,1.366194791609668027e+04,1.363783168681109237e+04,1.361452271404199746e+04,1.359198104551858523e+04,1.357016932307073694e+04,1.354905257544787855e+04,1.352859803068181827e+04,1.350877494587591355e+04,1.348955445256121129e+04,1.347090941598347490e+04,1.345281430687869397e+04,1.343524508446278924e+04,1.341817908950773381e+04,1.340159494650409943e+04,1.338547247402174071e+04,1.336979260247821003e+04,1.335453729861040301e+04,1.333968949602050088e+04,1.332523303123379810e+04,1.331115258476475719e+04,1.329743362673952470e+04,1.328406236666916629e+04,1.327102570700860815e+04,1.325831120017254761e+04,1.324590700871175068e+04,1.323380186838197915e+04,1.322198505386330544e+04,1.321044634691054489e+04,1.319917600673604102e+04,1.318816474244431083e+04,1.317740368735463744e+04,1.316688437506246009e+04,1.315659871710369589e+04,1.314653898209817635e+04,1.313669777625917050e+04,1.312706802516571406e+04,1.311764295670333559e+04,1.310841608508670106e+04,1.309938119588497466e+04,1.309053233197724512e+04,1.308186378037129725e+04,1.307337005982444680e+04,1.306504590921009185e+04,1.305688627657804682e+04,1.304888630886091960e+04,1.304104134218240324e+04,1.303334689272685682e+04
2.827041314442679868e+04,2.512390136156060544e+04,2.293018501695880332e+04,2.131339074651419287e+04,2.007237550667782853e+04,1.908976526956798261e+04,1.829245866689907416e+04,1.763255159556658691e+04,1.707734199252919643e+04,1.660374276025569998e+04,1.619499001897877497e+04,1.583861703841003873e+04,1.552516027816313181e+04,1.524730643421487002e+04,1.499931456288269510e+04,1.477661506365600508e+04,1.457552543677862013e+04,1.439304498006023277e+04,1.422670397974408115e+04,1.407445123512451937e+04,1.393456901099885363e+04,1.380560791951738975e+04,1.368633648777010421e+04,1.357570168709415157e+04,1.347279774159978297e+04,1.337684125829906043e+04,1.328715123293876786e+04,1.320313285163551700e+04,1.312426427337966925e+04,1.305008577247976973e+04,1.298019076356698315e+04,1.291421833904167033e+04,1.285184702973388448e+04,1.279278956108005332e+04,1.273678842430348595e+04,1.268361211854934299e+04,1.263305194830552500e+04,1.258491928268232914e+04,1.253904320066695982e+04,1.249526846039097654e+04,1.245345374156201251e+04,1.241347011913085771e+04,1.237519973346250481e+04,1.233853462811630743e+04,1.230337573109633558e+04,1.226963195932602139e+04,1.223721942930182922e+04,1.220606075952309766e+04,1.217608445248560020e+04,1.214722434584891562e+04,1.211941912390994548e+04,1.209261188179071542e+04,1.206674973582152961e+04,1.204178347450596448e+04,1.201766724522037657e+04,1.199435827245128166e+04,1.197181660392786944e+04,1.195000488148002114e+04,1.192888813385716276e+04,1.190843358909110248e+04,1.188861050428519775e+04,1.186939001097049550e+04,1.185074497439275910e+04,1.183264986528797817e+04,1.181508064287207344e+04,1.179801464791701619e+04,1.178143050491338363e+04,1.176530803243102491e+04,1.174962816088749423e+04,1.173437285701968722e+04,1.171952505442978509e+04,1.170506858964308230e+04,1.169098814317404140e+04,1.167726918514880890e+04,1.166389792507845050e+04,1.165086126541789235e+04,1.163814675858183182e+04,1.162574256712103488e+04,1.161363742679126335e+04,1.160182061227258782e+04,1.159028190531982909e+04,1.157901156514532522e+04,1.156800030085359504e+04,1.155723924576392346e+04,1.154671993347174430e+04,1.153643427551298009e+04,1.152637454050746055e+04,1.151653333466845470e+04,1.150690358357499827e+04,1.149747851511261979e+04,1.148825164349598526e+04,1.147921675429425886e+04,1.147036789038653114e+04,1.146169933878058146e+04,1.145320561823373100e+04,1.144488146761937605e+04,1.143672183498733102e+04,1.142872186727020380e+04,1.142087690059168744e+04,1.141318245113614103e+04
2.702681103289493331e+04,2.388029925002874006e+04,2.168658290542693794e+04,2.006978863498232749e+04,1.882877339514596315e+04,1.784616315803611724e+04,1.704885655536720878e+04,1.638894948403472154e+04,1.583373988099733288e+04,1.536014064872383642e+04,1.495138790744690959e+04,1.459501492687817336e+04,1.428155816663126643e+04,1.400370432268300465e+04,1.375571245135082972e+04,1.353301295212413970e+04,1.333192332524675476e+04,1.314944286852836740e+04,1.298310186821221578e+04,1.283084912359265400e+04,1.269096689946698825e+04,1.256200580798552437e+04,1.244273437623823884e+04,1.233209957556228619e+04,1.222919563006791759e+04,1.213323914676719505e+04,1.204354912140690249e+04,1.195953074010365162e+04,1.188066216184780387e+04,1.180648366094790435e+04,1.173658865203511778e+04,1.167061622750980496e+04,1.160824491820201911e+04,1.154918744954818794e+04,1.149318631277162058e+04,1.144001000701747762e+04,1.138944983677365963e+04,1.134131717115046376e+04,1.129544108913509444e+04,1.125166634885911117e+04,1.120985163003014713e+04,1.116986800759899234e+04,1.113159762193063943e+04,1.109493251658444206e+04,1.105977361956447021e+04,1.102602984779415601e+04,1.099361731776996385e+04,1.096245864799123228e+04,1.093248234095373482e+04,1.090362223431705024e+04,1.087581701237808011e+04,1.084900977025885004e+04,1.082314762428966424e+04,1.079818136297409910e+04,1.077406513368851120e+04,1.075075616091941629e+04,1.072821449239600406e+04,1.070640276994815576e+04,1.068528602232529738e+04,1.066483147755923710e+04,1.064500839275333237e+04,1.062578789943863012e+04,1.060714286286089373e+04,1.058904775375611280e+04,1.057147853134020806e+04,1.055441253638515082e+04,1.053782839338151825e+04,1.052170592089915954e+04,1.050602604935562886e+04,1.049077074548782184e+04,1.047592294289791971e+04,1.046146647811121693e+04,1.044738603164217602e+04,1.043366707361694353e+04,1.042029581354658512e+04,1.040725915388602698e+04,1.039454464704996644e+04,1.038214045558916951e+04,1.037003531525939798e+04,1.035821850074072245e+04,1.034667979378796372e+04,1.033540945361345985e+04,1.032439818932172966e+04,1.031363713423205809e+04,1.030311782193987892e+04,1.029283216398111472e+04,1.028277242897559518e+04,1.027293122313658932e+04,1.026330147204313289e+04,1.025387640358075441e+04,1.024464953196411989e+04,1.023561464276239349e+04,1.022676577885466577e+04,1.021809722724871608e+04,1.020960350670186563e+04,1.020127935608751068e+04,1.019311972345546565e+04,1.018511975573833843e+04,1.017727478905982207e+04,1.016958033960427565e+04
2.604215256117301760e+04,2.289564077830682436e+04,2.070192443370502224e+04,1.908513016326041179e+04,1.784411492342404745e+04,1.686150468631420154e+04,1.606419808364529490e+04,1.540429101231280765e+04,1.484908140927541717e+04,1.437548217700192072e+04,1.396672943572499389e+04,1.361035645515625765e+04,1.329689969490935073e+04,1.301904585096108895e+04,1.277105397962891402e+04,1.254835448040222400e+04,1.234726485352483905e+04,1.216478439680645170e+04,1.199844339649030007e+04,1.184619065187073829e+04,1.170630842774507255e+04,1.157734733626360867e+04,1.145807590451632313e+04,1.134744110384037049e+04,1.124453715834600189e+04,1.114858067504527935e+04,1.105889064968498678e+04,1.097487226838173592e+04,1.089600369012588817e+04,1.082182518922598865e+04,1.075193018031320207e+04,1.068595775578788925e+04,1.062358644648010340e+04,1.056452897782627224e+04,1.050852784104970488e+04,1.045535153529556192e+04,1.040479136505174392e+04,1.035665869942854806e+04,1.031078261741317874e+04,1.026700787713719546e+04,1.022519315830823143e+04,1.018520953587707663e+04,1.014693915020872373e+04,1.011027404486252635e+04,1.007511514784255451e+04,1.004137137607224031e+04,1.000895884604804814e+04,9.977800176269316580e+03,9.947823869231819117e+03,9.918963762595134540e+03,9.891158540656164405e+03,9.864351298536934337e+03,9.838489152567748533e+03,9.813522891252183399e+03,9.789406661966595493e+03,9.766097689197500586e+03,9.743556020674088359e+03,9.721744298226240062e+03,9.700627550603381678e+03,9.680173005837321398e+03,9.660349921031416670e+03,9.641129427716714417e+03,9.622484391138978026e+03,9.604389282034197095e+03,9.586820059618292362e+03,9.569754064663235113e+03,9.553169921659602551e+03,9.537047449177243834e+03,9.521367577633713154e+03,9.506112273765906139e+03,9.491264471176004008e+03,9.476808006389301227e+03,9.462727559920260319e+03,9.449008601895027823e+03,9.435637341824669420e+03,9.422600682164111277e+03,9.409886175328050740e+03,9.397481983867253803e+03,9.385376843537482273e+03,9.373560029018806745e+03,9.362021322066048015e+03,9.350750981891544143e+03,9.339739717599813957e+03,9.328978662510142385e+03,9.318459350217963220e+03,9.308173692259199015e+03,9.298113957253679473e+03,9.288272751414673621e+03,9.278643000321217187e+03,9.269217931858838710e+03,9.259991060242204185e+03,9.250956171040477784e+03,9.242107307132750066e+03,9.233438755526800378e+03,9.224945034979949924e+03,9.216620884365594975e+03,9.208461251733549943e+03,9.200461284016422724e+03,9.192616317337906366e+03,9.184921867882359948e+03
2.524318398352093209e+04,2.209667220065473884e+04,1.990295585605293672e+04,1.828616158560832628e+04,1.704514634577196193e+04,1.606253610866211966e+04,1.526522950599320939e+04,1.460532243466072214e+04,1.405011283162333166e+04,1.357651359934983520e+04,1.316776085807290838e+04,1.281138787750417214e+04,1.249793111725726521e+04,1.222007727330900343e+04,1.197208540197682851e+04,1.174938590275013848e+04,1.154829627587275354e+04,1.136581581915436618e+04,1.119947481883821456e+04,1.104722207421865278e+04,1.090733985009298704e+04,1.077837875861152315e+04,1.065910732686423762e+04,1.054847252618828497e+04,1.044556858069391637e+04,1.034961209739319384e+04,1.025992207203290127e+04,1.017590369072965041e+04,1.009703511247380266e+04,1.002285661157390314e+04,9.952961602661116558e+03,9.886989178135803741e+03,9.824617868828017890e+03,9.765560400174186725e+03,9.709559263397619361e+03,9.656382957643476402e+03,9.605822787399658409e+03,9.557690121776462547e+03,9.511814039761093227e+03,9.468039299485109950e+03,9.426224580656145918e+03,9.386240958224991118e+03,9.347970572556638217e+03,9.311305467210440838e+03,9.276146570190468992e+03,9.242402798420154795e+03,9.209990268395962630e+03,9.178831598617231066e+03,9.148855291579733603e+03,9.119995184943049026e+03,9.092189963004078891e+03,9.065382720884848823e+03,9.039520574915663019e+03,9.014554313600097885e+03,8.990438084314509979e+03,8.967129111545415071e+03,8.944587443022002844e+03,8.922775720574154548e+03,8.901658972951296164e+03,8.881204428185235884e+03,8.861381343379331156e+03,8.842160850064628903e+03,8.823515813486892512e+03,8.805420704382111580e+03,8.787851481966206848e+03,8.770785487011149598e+03,8.754201344007517037e+03,8.738078871525158320e+03,8.722398999981627639e+03,8.707143696113820624e+03,8.692295893523918494e+03,8.677839428737215712e+03,8.663758982268174805e+03,8.650040024242942309e+03,8.636668764172583906e+03,8.623632104512025762e+03,8.610917597675965226e+03,8.598513406215168288e+03,8.586408265885396759e+03,8.574591451366721230e+03,8.563052744413962500e+03,8.551782404239458629e+03,8.540771139947728443e+03,8.530010084858056871e+03,8.519490772565877705e+03,8.509205114607113501e+03,8.499145379601593959e+03,8.489304173762588107e+03,8.479674422669131673e+03,8.470249354206753196e+03,8.461022482590118670e+03,8.451987593388392270e+03,8.443138729480664551e+03,8.434470177874714864e+03,8.425976457327864409e+03,8.417652306713509461e+03,8.409492674081464429e+03,8.401492706364337209e+03,8.393647739685820852e+03,8.385953290230274433e+03
2.458190134225441943e+04,2.143538955938822983e+04,1.924167321478642771e+04,1.762487894434181362e+04,1.638386370450545473e+04,1.540125346739560882e+04,1.460394686472669673e+04,1.394403979339420948e+04,1.338883019035682264e+04,1.291523095808332619e+04,1.250647821680639754e+04,1.215010523623766312e+04,1.183664847599075438e+04,1.155879463204249441e+04,1.131080276071031767e+04,1.108810326148362765e+04,1.088701363460624452e+04,1.070453317788785535e+04,1.053819217757170372e+04,1.038593943295214194e+04,1.024605720882647620e+04,1.011709611734501050e+04,9.997824685597726784e+03,9.887189884921774137e+03,9.784285939427405538e+03,9.688329456126682999e+03,9.598639430766390433e+03,9.514621049463139570e+03,9.435752471207291819e+03,9.361573970307390482e+03,9.291678961394605722e+03,9.225706536869292904e+03,9.163335227561508873e+03,9.104277758907675889e+03,9.048276622131108525e+03,8.995100316376965566e+03,8.944540146133147573e+03,8.896407480509951711e+03,8.850531398494582390e+03,8.806756658218599114e+03,8.764941939389635081e+03,8.724958316958480282e+03,8.686687931290127381e+03,8.650022825943930002e+03,8.614863928923958156e+03,8.581120157153643959e+03,8.548707627129451794e+03,8.517548957350720229e+03,8.487572650313222766e+03,8.458712543676538189e+03,8.430907321737568054e+03,8.404100079618337986e+03,8.378237933649152183e+03,8.353271672333587048e+03,8.329155443047999142e+03,8.305846470278904235e+03,8.283304801755492008e+03,8.261493079307643711e+03,8.240376331684785328e+03,8.219921786918725047e+03,8.200098702112820320e+03,8.180878208798117157e+03,8.162233172220380766e+03,8.144138063115599834e+03,8.126568840699695102e+03,8.109502845744639671e+03,8.092918702741005291e+03,8.076796230258647483e+03,8.061116358715116803e+03,8.045861054847308878e+03,8.031013252257405838e+03,8.016556787470703966e+03,8.002476341001663059e+03,7.988757382976430563e+03,7.975386122906071250e+03,7.962349463245514016e+03,7.949634956409452570e+03,7.937230764948657452e+03,7.925125624618885922e+03,7.913308810100210394e+03,7.901770103147451664e+03,7.890499762972947792e+03,7.879488498681216697e+03,7.868727443591544215e+03,7.858208131299366869e+03,7.847922473340601755e+03,7.837862738335081303e+03,7.828021532496075451e+03,7.818391781402619927e+03,7.808966712940241450e+03,7.799739841323606925e+03,7.790704952121880524e+03,7.781856088214151896e+03,7.773187536608203118e+03,7.764693816061353573e+03,7.756369665446997715e+03,7.748210032814952683e+03,7.740210065097824554e+03,7.732365098419308197e+03,7.724670648963762687e+03
2.402553440790634340e+04,2.087902262504015016e+04,1.868530628043834804e+04,1.706851200999373759e+04,1.582749677015737871e+04,1.484488653304753279e+04,1.404757993037862070e+04,1.338767285904613345e+04,1.283246325600874479e+04,1.235886402373524834e+04,1.195011128245831969e+04,1.159373830188958527e+04,1.128028154164267653e+04,1.100242769769441657e+04,1.075443582636223982e+04,1.053173632713554980e+04,1.033064670025816667e+04,1.014816624353977932e+04,9.981825243223627695e+03,9.829572498604065913e+03,9.689690274478400170e+03,9.560729182996934469e+03,9.441457751249648936e+03,9.330822950573696289e+03,9.227919005079329509e+03,9.131962521778606970e+03,9.042272496418312585e+03,8.958254115115061722e+03,8.879385536859213971e+03,8.805207035959314453e+03,8.735312027046529693e+03,8.669339602521215056e+03,8.606968293213431025e+03,8.547910824559598041e+03,8.491909687783030677e+03,8.438733382028889537e+03,8.388173211785069725e+03,8.340040546161873863e+03,8.294164464146504542e+03,8.250389723870523085e+03,8.208575005041557233e+03,8.168591382610401524e+03,8.130320996942048623e+03,8.093655891595851244e+03,8.058496994575879398e+03,8.024753222805565201e+03,7.992340692781373036e+03,7.961182023002641472e+03,7.931205715965144009e+03,7.902345609328459432e+03,7.874540387389491116e+03,7.847733145270260138e+03,7.821870999301074335e+03,7.796904737985509200e+03,7.772788508699921294e+03,7.749479535930825477e+03,7.726937867407414160e+03,7.705126144959565863e+03,7.684009397336706570e+03,7.663554852570647199e+03,7.643731767764742472e+03,7.624511274450040219e+03,7.605866237872302918e+03,7.587771128767523805e+03,7.570201906351618163e+03,7.553135911396561823e+03,7.536551768392928352e+03,7.520429295910570545e+03,7.504749424367039865e+03,7.489494120499231940e+03,7.474646317909328900e+03,7.460189853122627028e+03,7.446109406653586120e+03,7.432390448628354534e+03,7.419019188557994312e+03,7.405982528897437078e+03,7.393268022061375632e+03,7.380863830600580513e+03,7.368758690270808984e+03,7.356941875752133456e+03,7.345403168799374725e+03,7.334132828624870854e+03,7.323121564333139759e+03,7.312360509243467277e+03,7.301841196951289930e+03,7.291555538992524816e+03,7.281495803987004365e+03,7.271654598147998513e+03,7.262024847054542988e+03,7.252599778592164512e+03,7.243372906975529986e+03,7.234338017773803585e+03,7.225489153866074957e+03,7.216820602260126179e+03,7.208326881713276634e+03,7.200002731098920776e+03,7.191843098466875745e+03,7.183843130749747615e+03,7.175998164071231258e+03,7.168303714615685749e+03
2.355094795859887745e+04,2.040443617573268421e+04,1.821071983113088208e+04,1.659392556068627164e+04,1.535291032084991275e+04,1.437030008374006684e+04,1.357299348107115475e+04,1.291308640973866750e+04,1.235787680670127884e+04,1.188427757442778238e+04,1.147552483315085374e+04,1.111915185258211932e+04,1.080569509233521057e+04,1.052784124838695061e+04,1.027984937705477387e+04,1.005714987782808385e+04,9.856060250950700720e+03,9.673579794232313361e+03,9.507238793916161740e+03,9.354986049296599958e+03,9.215103825170934215e+03,9.086142733689468514e+03,8.966871301942182981e+03,8.856236501266230334e+03,8.753332555771863554e+03,8.657376072471141015e+03,8.567686047110846630e+03,8.483667665807595768e+03,8.404799087551748016e+03,8.330620586651848498e+03,8.260725577739063738e+03,8.194753153213749101e+03,8.132381843905964161e+03,8.073324375252132086e+03,8.017323238475563812e+03,7.964146932721422672e+03,7.913586762477603770e+03,7.865454096854406998e+03,7.819578014839038588e+03,7.775803274563056220e+03,7.733988555734090369e+03,7.694004933302935569e+03,7.655734547634583578e+03,7.619069442288385289e+03,7.583910545268413443e+03,7.550166773498099246e+03,7.517754243473907081e+03,7.486595573695175517e+03,7.456619266657678054e+03,7.427759160020993477e+03,7.399953938082025161e+03,7.373146695962794183e+03,7.347284549993608380e+03,7.322318288678043245e+03,7.298202059392455340e+03,7.274893086623359522e+03,7.252351418099948205e+03,7.230539695652099908e+03,7.209422948029240615e+03,7.188968403263181244e+03,7.169145318457276517e+03,7.149924825142574264e+03,7.131279788564836963e+03,7.113184679460057851e+03,7.095615457044152208e+03,7.078549462089095869e+03,7.061965319085462397e+03,7.045842846603104590e+03,7.030162975059573910e+03,7.014907671191765985e+03,7.000059868601862945e+03,6.985603403815161073e+03,6.971522957346120165e+03,6.957803999320888579e+03,6.944432739250528357e+03,6.931396079589971123e+03,6.918681572753909677e+03,6.906277381293114559e+03,6.894172240963343029e+03,6.882355426444667501e+03,6.870816719491908771e+03,6.859546379317404899e+03,6.848535115025673804e+03,6.837774059936001322e+03,6.827254747643823976e+03,6.816969089685058862e+03,6.806909354679538410e+03,6.797068148840532558e+03,6.787438397747077033e+03,6.778013329284698557e+03,6.768786457668064031e+03,6.759751568466337631e+03,6.750902704558609003e+03,6.742234152952660224e+03,6.733740432405810679e+03,6.725416281791454821e+03,6.717256649159409790e+03,6.709256681442281661e+03,6.701411714763765303e+03,6.693717265308219794e+03
